0,0.03
1,0.03
2,0.03
3,0.03
4,0.03
5,0.03
6,0.03
7,0.03
8,0.03
9,0.03
10,0.03
11,0.04
12,0.04
13,0.04
14,0.04
15,0.04
16,0.04
17,0.05
18,0.05
19,0.05
20,0.05
21,0.05
22,0.06
23,0.06
24,0.06
25,0.06
26,0.07
27,0.07
28,0.07
29,0.08
30,0.08
31,0.08
32,0.09
33,0.09
34,0.09
35,0.10
36,0.10
37,0.11
38,0.11
39,0.12
40,0.12
41,0.13
42,0.13
43,0.13
44,0.14
45,0.15
46,0.15
47,0.16
48,0.16
49,0.17
50,0.17
51,0.18
52,0.18
53,0.19
54,0.20
55,0.20
56,0.21
57,0.22
58,0.22
59,0.23
60,0.24
61,0.24
62,0.25
63,0.26
64,0.26
65,0.27
66,0.28
67,0.29
68,0.30
69,0.30
70,0.31
71,0.32
72,0.33
73,0.34
74,0.35
75,0.35
76,0.36
77,0.37
78,0.38
79,0.39
80,0.40
81,0.41
82,0.42
83,0.43
84,0.44
85,0.45
86,0.46
87,0.47
88,0.48
89,0.49
90,0.50
91,0.51
92,0.52
93,0.53
94,0.54
95,0.55
96,0.56
97,0.58
98,0.59
99,0.60
100,0.61
101,0.62
102,0.63
103,0.65
104,0.66
105,0.67
106,0.68
107,0.70
108,0.71
109,0.72
110,0.73
111,0.75
112,0.76
113,0.77
114,0.79
115,0.80
116,0.81
117,0.83
118,0.84
119,0.86
120,0.87
121,0.88
122,0.90
123,0.91
124,0.93
125,0.94
126,0.96
127,0.97
128,0.99
129,1.00
130,1.02
131,1.03
132,1.05
133,1.07
134,1.08
135,1.10
136,1.11
137,1.13
138,1.15
139,1.16
140,1.18
141,1.20
142,1.21
143,1.23
144,1.25
145,1.27
146,1.28
147,1.30
148,1.32
149,1.34
150,1.35
151,1.37
152,1.39
153,1.41
154,1.43
155,1.45
156,1.46
157,1.48
158,1.50
159,1.52
160,1.54
161,1.56
162,1.58
163,1.60
164,1.62
165,1.64
166,1.66
167,1.68
168,1.70
169,1.72
170,1.74
171,1.76
172,1.78
173,1.80
174,1.82
175,1.85
176,1.87
177,1.89
178,1.91
179,1.93
180,1.95
181,1.98
182,2.00
183,2.02
184,2.04
185,2.06
186,2.09
187,2.11
188,2.13
189,2.16
190,2.18
191,2.20
192,2.23
193,2.25
194,2.27
195,2.30
196,2.32
197,2.35
198,2.37
199,2.39
200,2.42
201,2.44
202,2.47
203,2.49
204,2.52
205,2.54
206,2.57
207,2.59
208,2.62
209,2.65
210,2.67
211,2.70
212,2.72
213,2.75
214,2.78
215,2.80
216,2.83
217,2.86
218,2.88
219,2.91
220,2.94
221,2.97
222,2.99
223,3.02
224,3.05
225,3.08
226,3.10
227,3.13
228,3.16
229,3.19
230,3.22
231,3.25
232,3.28
233,3.30
234,3.33
235,3.36
236,3.39
237,3.42
238,3.45
239,3.48
240,3.51
241,3.54
242,3.57
243,3.60
244,3.63
245,3.66
246,3.69
247,3.73
248,3.76
249,3.79
250,3.82
251,3.85
252,3.88
253,3.91
254,3.95
255,3.98
256,4.01
257,4.04
258,4.08
259,4.11
260,4.14
261,4.17
262,4.21
263,4.24
264,4.27
265,4.31
266,4.34
267,4.38
268,4.41
269,4.44
270,4.48
271,4.51
272,4.55
273,4.58
274,4.62
275,4.65
276,4.69
277,4.72
278,4.76
279,4.79
280,4.83
281,4.86
282,4.90
283,4.94
284,4.97
285,5.01
286,5.05
287,5.08
288,5.12
289,5.16
290,5.19
291,5.23
292,5.27
293,5.31
294,5.34
295,5.38
296,5.42
297,5.46
298,5.50
299,5.53
300,5.57
301,5.61
302,5.65
303,5.69
304,5.73
305,5.77
306,5.81
307,5.85
308,5.89
309,5.93
310,5.97
311,6.01
312,6.05
313,6.09
314,6.13
315,6.17
316,6.21
317,6.25
318,6.29
319,6.34
320,6.38
321,6.42
322,6.46
323,6.50
324,6.55
325,6.59
326,6.63
327,6.67
328,6.72
329,6.76
330,6.80
331,6.85
332,6.89
333,6.93
334,6.98
335,7.02
336,7.07
337,7.11
338,7.15
339,7.20
340,7.24
341,7.29
342,7.33
343,7.38
344,7.42
345,7.47
346,7.51
347,7.56
348,7.61
349,7.65
350,7.70
351,7.75
352,7.79
353,7.84
354,7.89
355,7.93
356,7.98
357,8.03
358,8.07
359,8.12
360,8.17
361,8.22
362,8.27
363,8.31
364,8.36
365,8.41
366,8.46
367,8.51
368,8.56
369,8.61
370,8.66
371,8.71
372,8.76
373,8.81
374,8.86
375,8.91
376,8.96
377,9.01
378,9.06
379,9.11
380,9.16
381,9.21
382,9.26
383,9.31
384,9.37
385,9.42
386,9.47
387,9.52
388,9.57
389,9.63
390,9.68
391,9.73
392,9.79
393,9.84
394,9.89
395,9.95
396,10.00
397,10.05
398,10.11
399,10.16
400,10.22
401,10.27
402,10.32
403,10.38
404,10.43
405,10.49
406,10.54
407,10.60
408,10.66
409,10.71
410,10.77
411,10.82
412,10.88
413,10.94
414,10.99
415,11.05
416,11.11
417,11.16
418,11.22
419,11.28
420,11.34
421,11.39
422,11.45
423,11.51
424,11.57
425,11.63
426,11.69
427,11.74
428,11.80
429,11.86
430,11.92
431,11.98
432,12.04
433,12.10
434,12.16
435,12.22
436,12.28
437,12.34
438,12.40
439,12.46
440,12.52
441,12.59
442,12.65
443,12.71
444,12.77
445,12.83
446,12.89
447,12.96
448,13.02
449,13.08
450,13.14
451,13.21
452,13.27
453,13.33
454,13.40
455,13.46
456,13.52
457,13.59
458,13.65
459,13.72
460,13.78
461,13.85
462,13.91
463,13.98
464,14.04
465,14.11
